statNm,statId,chgerId,chgerType,addr,addrDetail,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,floorNum,floorType,maker
청라한라비발디,HM000607,27,02,인천광역시 서해구 청라한울로 17,null,주차장,37.539178133,126.63851689,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,20260716042607,20260715182428,20260716042457,,,7,단독,28,28275,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
청라한라비발디,HM000607,28,02,인천광역시 서해구 청라한울로 17,null,주차장,37.539178133,126.63851689,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,20260715213809,20260715200119,20260715213649,,,7,단독,28,28275,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
청라한라비발디,HM000607,29,02,인천광역시 서해구 청라한울로 17,null,주차장,37.539178133,126.63851689,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,20260714212208,20260714194454,20260714212129,,,7,단독,28,28275,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
청라한라비발디,HM000607,30,02,인천광역시 서해구 청라한울로 17,null,주차장,37.539178133,126.63851689,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,20260715111807,20260713210241,20260714034517,,,7,단독,28,28275,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
청라한라비발디,HM000607,31,02,인천광역시 서해구 청라한울로 17,null,주차장,37.539178133,126.63851689,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,20260716070207,20260715214556,20260716070006,,,7,단독,28,28275,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
청라한라비발디,HM000607,32,02,인천광역시 서해구 청라한울로 17,null,주차장,37.539178133,126.63851689,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,20260715170208,20260715130403,20260715170151,,,7,단독,28,28275,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
청라한라비발디,HM000607,33,02,인천광역시 서해구 청라한울로 17,null,주차장,37.539178133,126.63851689,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,20260714083407,20260713224356,20260714083309,,,7,단독,28,28275,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
청라한라비발디,HM000607,34,02,인천광역시 서해구 청라한울로 17,null,주차장,37.539178133,126.63851689,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,20260715110807,20260714214241,20260715035802,,,7,단독,28,28275,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
청라한라비발디,HM000607,35,02,인천광역시 서해구 청라한울로 17,null,주차장,37.539178133,126.63851689,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,20260715003611,20260714194552,20260715003534,,,7,단독,28,28275,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
원당동문굿모닝힐아파트,HM000633,01,02,인천광역시 검단구 원당대로820번길 3,null,주차장,37.5934849,126.6924027,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260701110407,20260517203934,20260517225325,,,7,단독,28,28290,H0,H001,N,,Y,,N,,N,2022,5,B,휴맥스이브이
원당동문굿모닝힐아파트,HM000633,02,02,인천광역시 검단구 원당대로820번길 3,null,주차장,37.5934849,126.6924027,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260610171409,20260518220613,20260519041328,,,7,단독,28,28290,H0,H001,N,,Y,,N,,N,2022,3,B,휴맥스이브이
원당동문굿모닝힐아파트,HM000633,03,02,인천광역시 검단구 원당대로820번길 3,null,주차장,37.5934849,126.6924027,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715112808,20260501204007,20260502061417,,,7,단독,28,28290,H0,H001,N,,Y,,N,,N,2022,4,B,휴맥스이브이
원당동문굿모닝힐아파트,HM000633,04,02,인천광역시 검단구 원당대로820번길 3,null,주차장,37.5934849,126.6924027,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715112808,20260712220746,20260713130001,,,7,단독,28,28290,H0,H001,N,,Y,,N,,N,2022,5,B,휴맥스이브이
원당동문굿모닝힐아파트,HM000633,05,02,인천광역시 검단구 원당대로820번길 3,null,주차장,37.5934849,126.6924027,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716052010,20260715211608,20260716051953,,,7,단독,28,28290,H0,H001,N,,Y,,N,,N,2022,5,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,01,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716021808,20260715181521,20260716021647,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,02,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260714195011,20260714173839,20260714194955,,,7,단독,28,28155,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,03,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715202209,20260715180525,20260715202019,,,7,단독,28,28155,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,04,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715215009,20260715203218,20260715214808,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,05,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716011608,20260715184021,20260716011422,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,06,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715210209,20260715190124,20260715210144,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,07,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716023808,20260715174922,20260716023730,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,08,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716033209,20260715233353,20260716033044,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,09,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716041407,20260715181719,20260716041248,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,10,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260714175808,20260714141523,20260714175627,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,11,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715223010,20260715165034,20260715222927,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,12,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716044008,20260715205251,20260716043849,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,13,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716063607,20260715233940,20260716063433,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,14,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716010409,20260715212042,20260716010315,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,15,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,3,20260716083010,20260715205324,20260715211120,20260716082907,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,16,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715202209,20260715174724,20260715202144,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,17,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715111208,20260712180504,20260712225130,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,18,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,3,20260715235408,20260715203422,20260715230426,20260715235224,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,19,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716070208,20260715233811,20260716070045,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,20,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715030010,20260714202447,20260715025910,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,21,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716003011,20260715162337,20260716002904,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,22,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260714033407,20260713203102,20260714033354,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,23,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,3,20260716022608,20260715071903,20260715140312,20260716022422,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,24,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716065009,20260716011958,20260716064925,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,25,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,3,20260716012408,20260714205359,20260715063809,20260716012353,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,26,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715061410,20260715005401,20260715061213,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,27,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715200013,20260715170057,20260715195954,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,28,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716010808,20260715232703,20260716010609,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,29,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260714100809,20260713205742,20260714100726,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,30,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715225608,20260715184113,20260715225557,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,31,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715224609,20260715172939,20260715224537,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,32,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716021011,20260715211810,20260716020819,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,33,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716003808,20260715203234,20260716003721,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,34,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715233009,20260715193744,20260715232822,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,35,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716091809,20260716084625,20260716091728,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,36,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716025408,20260715183659,20260716025223,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,37,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,3,20260716073807,20260715173231,20260716004457,20260716073710,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,38,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,3,20260716080010,20260715221225,20260716002808,20260716075945,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,39,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716032608,20260715194853,20260716032406,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,40,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715110807,20260705011738,20260705061826,,,7,단독,28,28155,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린1단지,HM000644,41,02,인천광역시 영종구 은하수로 351,null,(하늘도시우미린1단지) 지하2층 831동,37.4935319,126.5549795,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716033609,20260716001524,20260716033535,,,7,단독,28,28155,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
_형지글로벌패션센터,HM000683,01,02,인천광역시 연수구 하모니로177번길 49,null,주차장,37.3783371,126.6444141,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,3,20260716085209,20260714084633,20260714091416,20260716085116,,7,단독,28,28185,H0,H003,N,,N,,N,,N,2022,1,B,휴맥스이브이
_형지글로벌패션센터,HM000683,02,02,인천광역시 연수구 하모니로177번길 49,null,주차장,37.3783371,126.6444141,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260707181408,20260707105910,20260707124908,,,7,단독,28,28185,H0,H003,N,,N,,N,,N,2022,1,B,휴맥스이브이
_형지글로벌패션센터,HM000683,03,02,인천광역시 연수구 하모니로177번길 49,null,주차장,37.3783371,126.6444141,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260714150809,20260713083508,20260713115238,,,7,단독,28,28185,H0,H003,N,,N,,N,,N,2022,1,B,휴맥스이브이
_형지글로벌패션센터,HM000683,04,02,인천광역시 연수구 하모니로177번길 49,null,주차장,37.3783371,126.6444141,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260714200411,20260714122740,20260714172922,,,7,단독,28,28185,H0,H003,N,,N,,N,,N,2022,1,B,휴맥스이브이
뉴서울2차아파트,HM000686,01,02,인천광역시 부평구 부흥로123번길 36,null,주차장,37.500087685,126.70650415,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715221010,20260715145809,20260715220843,,,7,단독,28,28237,H0,H001,N,,Y,,N,,N,2022,1,F,휴맥스이브이
뉴서울2차아파트,HM000686,02,02,인천광역시 부평구 부흥로123번길 36,null,주차장,37.500087685,126.70650415,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716062009,20260716044614,20260716061915,,,7,단독,28,28237,H0,H001,N,,Y,,N,,N,2022,1,F,휴맥스이브이
뉴서울2차아파트,HM000686,03,02,인천광역시 부평구 부흥로123번길 36,null,주차장,37.500087685,126.70650415,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,3,20260716082809,20260715172735,20260716015338,20260715172735,,7,단독,28,28237,H0,H001,N,,Y,,N,,N,2022,1,F,휴맥스이브이
뉴서울2차아파트,HM000686,04,02,인천광역시 부평구 부흥로123번길 36,null,주차장,37.500087685,126.70650415,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715235808,20260715161026,20260715235608,,,7,단독,28,28237,H0,H001,N,,Y,,N,,N,2022,1,F,휴맥스이브이
뉴서울2차아파트,HM000686,05,02,인천광역시 부평구 부흥로123번길 36,null,주차장,37.500087685,126.70650415,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715110607,20260605201719,20260606010502,,,7,단독,28,28237,H0,H001,N,,Y,,N,,N,2022,1,F,휴맥스이브이
뉴서울2차아파트,HM000686,06,02,인천광역시 부평구 부흥로123번길 36,null,주차장,37.500087685,126.70650415,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260702233209,20260702143734,20260702233046,,,7,단독,28,28237,H0,H001,N,,Y,,N,,N,2022,1,F,휴맥스이브이
뉴서울2차아파트,HM000686,07,02,인천광역시 부평구 부흥로123번길 36,null,주차장,37.500087685,126.70650415,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716021609,20260715212611,20260716021442,,,7,단독,28,28237,H0,H001,N,,Y,,N,,N,2022,1,F,휴맥스이브이
신영지웰,HM000690,01,02,인천광역시 남동구 소래역로 93,null,주차장,37.404215528,126.73072249,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715161010,20260715130737,20260715160932,,,7,단독,28,28200,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
신영지웰,HM000690,02,02,인천광역시 남동구 소래역로 93,null,주차장,37.404215528,126.73072249,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715160609,20260715151302,20260715160453,,,7,단독,28,28200,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
신영지웰,HM000690,03,02,인천광역시 남동구 소래역로 93,null,주차장,37.404215528,126.73072249,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260711150010,20260711094115,20260711145900,,,7,단독,28,28200,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
신영지웰,HM000690,04,02,인천광역시 남동구 소래역로 93,null,주차장,37.404215528,126.73072249,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715110808,20260712180853,20260713042841,,,7,단독,28,28200,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
신영지웰,HM000690,05,02,인천광역시 남동구 소래역로 93,null,주차장,37.404215528,126.73072249,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715021608,20260714173350,20260715021544,,,7,단독,28,28200,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
신영지웰,HM000690,06,02,인천광역시 남동구 소래역로 93,null,주차장,37.404215528,126.73072249,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715043009,20260714194438,20260715042914,,,7,단독,28,28200,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
신영지웰,HM000690,07,02,인천광역시 남동구 소래역로 93,null,주차장,37.404215528,126.73072249,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715110808,20260713193459,20260714041420,,,7,단독,28,28200,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
신영지웰,HM000690,08,02,인천광역시 남동구 소래역로 93,null,주차장,37.404215528,126.73072249,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715230610,20260715185901,20260715230447,,,7,단독,28,28200,H0,H001,N,,Y,입주민외 사용불가,N,,N,2022,2,B,휴맥스이브이
영종도 하늘도시 우미린2단지,HM000701,01,02,인천광역시 영종구 하늘달빛로 113,null,주차장,37.488138567,126.55503753,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716062807,20260715192950,20260716062702,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,1,B,휴맥스이브이
영종도 하늘도시 우미린2단지,HM000701,02,02,인천광역시 영종구 하늘달빛로 113,null,주차장,37.488138567,126.55503753,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716012210,20260715183001,20260716012111,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,1,B,휴맥스이브이
영종도 하늘도시 우미린2단지,HM000701,03,02,인천광역시 영종구 하늘달빛로 113,null,주차장,37.488138567,126.55503753,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715235208,20260715192850,20260715235137,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,1,B,휴맥스이브이
영종도 하늘도시 우미린2단지,HM000701,04,02,인천광역시 영종구 하늘달빛로 113,null,주차장,37.488138567,126.55503753,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260715234809,20260715214256,20260715234710,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,1,B,휴맥스이브이
영종도 하늘도시 우미린2단지,HM000701,05,02,인천광역시 영종구 하늘달빛로 113,null,주차장,37.488138567,126.55503753,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716030409,20260715192411,20260716030352,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,1,B,휴맥스이브이
영종도 하늘도시 우미린2단지,HM000701,06,02,인천광역시 영종구 하늘달빛로 113,null,주차장,37.488138567,126.55503753,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,20260716003213,20260715230746,20260716003112,,,7,단독,28,28155,H0,H001,N,,Y,,N,,N,2022,1,B,휴맥스이브이
