statNm,statId,chgerId,chgerType,addr,addrDetail,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,floorNum,floorType,maker
소래제1주차장,ME18B300,11,04,인천광역시 남동구 논현동 754-4,null,null,37.3977887,126.7360483,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716092949,20260715131011,20260715134818,,,200,동시,28,28200,B0,B001,N,,N,,N,,N,2018,1,F,채비
소래제1주차장,ME18B300,12,04,인천광역시 남동구 논현동 754-4,null,null,37.3977887,126.7360483,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716092950,20260715215800,20260715223805,,,200,동시,28,28200,B0,B001,N,,N,,N,,N,2018,1,F,채비
인천광역시 교통연수원,ME18B307,01,06,인천광역시 계양구 경명대로 990,인천광역시 계양구 경명대로 990,null,37.543593727,126.71650349,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716092936,20260714155750,20260714160655,,,100,단독,28,28245,A0,A004,Y,,N,,N,,N,2018,1,F,채비
인천광역시 교통연수원,ME18B307,11,04,인천광역시 계양구 경명대로 990,인천광역시 계양구 경명대로 990,null,37.543593727,126.71650349,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716093207,20260714170949,20260714225255,,,200,동시,28,28245,A0,A004,Y,,N,,N,,N,2018,1,F,채비
인천광역시 교통연수원,ME18B307,12,04,인천광역시 계양구 경명대로 990,인천광역시 계양구 경명대로 990,null,37.543593727,126.71650349,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716093209,20260715162636,20260715170914,,,200,동시,28,28245,A0,A004,Y,,N,,N,,N,2018,1,F,채비
인천아시아드주경기장 D1주차장,ME18B409,01,04,인천광역시 서해구 연희동 187-8,null,null,37.5497931,126.6685351,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,9,20260716092810,20260716050325,20260716052319,,,100,단독,28,28275,J0,J007,Y,,N,,N,,N,2018,1,F,채비
인천아시아드주경기장 D1주차장,ME18B409,02,04,인천광역시 서해구 연희동 187-8,null,null,37.5497931,126.6685351,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260716090737,20260716083533,20260716090727,,,100,단독,28,28275,J0,J007,Y,,N,,N,,N,2018,1,F,채비
인천아시아드주경기장 D1주차장,ME18B409,03,04,인천광역시 서해구 연희동 187-8,null,null,37.5497931,126.6685351,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260716093215,20260716085054,20260716093046,,,100,단독,28,28275,J0,J007,Y,,N,,N,,N,2018,1,F,채비
인천아시아드주경기장 D1주차장,ME18B409,04,04,인천광역시 서해구 연희동 187-8,null,null,37.5497931,126.6685351,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260716091339,20260714193808,20260714201734,,,100,단독,28,28275,J0,J007,Y,,N,,N,,N,2018,1,F,채비
늘솔길공원 3주차장,ME18B601,11,04,인천광역시 남동구 논현동 762-3,null,null,37.387952594,126.72180220,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716092831,20260710205322,20260710210040,,,200,동시,28,28200,B0,B001,Y,,N,,N,,N,2018,1,F,채비
늘솔길공원 3주차장,ME18B601,12,04,인천광역시 남동구 논현동 762-3,null,null,37.387952594,126.72180220,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716092830,20260715200225,20260715203646,,,200,동시,28,28200,B0,B001,Y,,N,,N,,N,2018,1,F,채비
남동복지관,ME18B602,11,04,인천광역시 남동구 소래로 645,null,null,37.44776,126.73315,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716093117,20260716003917,20260716010913,,,200,동시,28,28200,I0,I006,Y,,N,,N,,N,2018,1,F,채비
남동복지관,ME18B602,12,04,인천광역시 남동구 소래로 645,null,null,37.44776,126.73315,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716093118,20260715184010,20260715191549,,,200,동시,28,28200,I0,I006,Y,,N,,N,,N,2018,1,F,채비
서창2호 공영주차장,ME18B603,11,04,인천광역시 남동구 서창동 558-3,null,null,37.43573,126.74745,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716093007,20260715162931,20260715170804,,,200,동시,28,28200,B0,B001,Y,,N,,N,,N,2018,1,F,채비
서창2호 공영주차장,ME18B603,12,04,인천광역시 남동구 서창동 558-3,null,null,37.43573,126.74745,24시간 이용가능,ME,환경부,환경부,1661-9408,2,20260716093009,20260716014004,20260716021856,,,200,동시,28,28200,B0,B001,Y,,N,,N,,N,2018,1,F,채비
롯데마트 영종도점,ME18B604,11,04,인천광역시 영종구 흰바위로 51,null,null,37.4925552,126.4910728,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260716092954,20260716091627,20260716091742,,,200,동시,28,28155,E0,E001,Y,,N,,N,,N,2018,5,F,채비
롯데마트 영종도점,ME18B604,12,04,인천광역시 영종구 흰바위로 51,null,null,37.4925552,126.4910728,24시간 이용가능,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260716092959,20260716091141,20260716091349,,,200,동시,28,28155,E0,E001,Y,,N,,N,,N,2018,5,F,채비
인천서구청,ME18B605,11,04,인천광역시 서해구 서곶로 307,null,null,37.544744813,126.67623230,평일09:00~19:00,ME,기후에너지환경부,기후에너지환경부,1661-9408,2,20260716093007,20260716062834,20260716064753,,,200,동시,28,28275,A0,A001,N,,N,,N,,N,2018,1,F,채비
