charger_uid,statNm,addr,delYn,delDetail,stat,statUpdDt
IN032042_02,관교풍림아이원,인천광역시 미추홀구 문화로 45,Y,차지비 이관,3,2026-06-15 12:27:10
IN032042_03,관교풍림아이원,인천광역시 미추홀구 문화로 45,Y,차지비 이관,9,2026-06-15 12:27:10
IN032042_04,관교풍림아이원,인천광역시 미추홀구 문화로 45,Y,차지비 이관,1,2026-06-15 12:27:10
IN032042_05,관교풍림아이원,인천광역시 미추홀구 문화로 45,Y,차지비 이관,9,2026-06-15 12:27:10
IN032042_06,관교풍림아이원,인천광역시 미추홀구 문화로 45,Y,차지비 이관,9,2026-06-15 12:27:10
IN032042_07,관교풍림아이원,인천광역시 미추홀구 문화로 45,Y,차지비 이관,9,2026-06-15 12:27:10
IN032042_08,관교풍림아이원,인천광역시 미추홀구 문화로 45,Y,차지비 이관,9,2026-06-15 12:27:10
IN032043_01,연희중앙아파트,인천광역시 서해구 승학로 334,Y,차지비 이관,9,2026-06-15 12:27:10
IN032043_02,연희중앙아파트,인천광역시 서해구 승학로 334,Y,차지비 이관,1,2026-06-15 12:27:10
IN032043_03,연희중앙아파트,인천광역시 서해구 승학로 334,Y,차지비 이관,9,2026-06-15 12:27:10
IN032044_01,검암2차신명스카이뷰,인천광역시 서해구 검암로10번길 54,Y,차지비 이관,9,2026-06-15 12:27:10
IN032044_02,검암2차신명스카이뷰,인천광역시 서해구 검암로10번길 54,Y,차지비 이관,9,2026-06-15 12:27:10
IN032044_03,검암2차신명스카이뷰,인천광역시 서해구 검암로10번길 54,Y,차지비 이관,9,2026-06-15 12:27:10
IN032044_04,검암2차신명스카이뷰,인천광역시 서해구 검암로10번길 54,Y,차지비 이관,9,2026-06-15 12:27:10
IN032044_05,검암2차신명스카이뷰,인천광역시 서해구 검암로10번길 54,Y,차지비 이관,1,2026-06-15 12:27:10
IN032044_06,검암2차신명스카이뷰,인천광역시 서해구 검암로10번길 54,Y,차지비 이관,9,2026-06-15 12:27:10
IN032044_07,검암2차신명스카이뷰,인천광역시 서해구 검암로10번길 54,Y,차지비 이관,9,2026-06-15 12:27:10
IN032045_01,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,1,2026-06-15 12:27:10
IN032045_02,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,1,2026-06-15 12:27:10
IN032045_03,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,1,2026-06-15 12:27:10
IN032045_04,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,1,2026-06-15 12:27:10
IN032045_05,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,1,2026-06-15 12:27:10
IN032045_06,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,1,2026-06-15 12:27:10
IN032045_07,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,9,2026-06-15 12:27:10
IN032045_08,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,9,2026-06-15 12:27:10
IN032045_09,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,9,2026-06-15 12:27:10
IN032045_10,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,9,2026-06-15 12:27:10
IN032045_11,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,9,2026-06-15 12:27:10
IN032045_12,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,9,2026-06-15 12:27:10
IN032045_13,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,9,2026-06-15 12:27:10
IN032045_14,송도GTX센트럴빌딩,인천광역시 연수구 하모니로178번길 22,Y,차지비 이관,9,2026-06-15 12:27:10
IN032046_01,갈산태화아파트,인천광역시 부평구 갈월서로 46,Y,차지비 이관,9,2026-06-15 12:27:10
IN032046_02,갈산태화아파트,인천광역시 부평구 갈월서로 46,Y,차지비 이관,9,2026-06-15 12:27:10
IN032046_03,갈산태화아파트,인천광역시 부평구 갈월서로 46,Y,차지비 이관,1,2026-06-15 12:27:11
IN032046_04,갈산태화아파트,인천광역시 부평구 갈월서로 46,Y,차지비 이관,9,2026-06-15 12:27:11
IN032046_05,갈산태화아파트,인천광역시 부평구 갈월서로 46,Y,차지비 이관,9,2026-06-15 12:27:11
IN032046_06,갈산태화아파트,인천광역시 부평구 갈월서로 46,Y,차지비 이관,9,2026-06-15 12:27:11
IN032046_07,갈산태화아파트,인천광역시 부평구 갈월서로 46,Y,차지비 이관,9,2026-06-15 12:27:11
IN032046_08,갈산태화아파트,인천광역시 부평구 갈월서로 46,Y,차지비 이관,9,2026-06-15 12:27:11
IN032046_09,갈산태화아파트,인천광역시 부평구 갈월서로 46,Y,차지비 이관,9,2026-06-15 12:27:11
IN032047_01,광명12차아파트,인천광역시 부평구 후정동로 63,Y,차지비 이관,1,2026-06-15 12:27:11
IN032047_02,광명12차아파트,인천광역시 부평구 후정동로 63,Y,차지비 이관,1,2026-06-15 12:27:11
IN032047_03,광명12차아파트,인천광역시 부평구 후정동로 63,Y,차지비 이관,1,2026-06-15 12:27:11
IN032047_04,광명12차아파트,인천광역시 부평구 후정동로 63,Y,차지비 이관,1,2026-06-15 12:27:11
IN032048_01,인천항동물류센터,인천광역시 제물포구 축항대로165번길 20,Y,차지비 이관,9,2026-06-15 12:27:11
IN032048_02,인천항동물류센터,인천광역시 제물포구 축항대로165번길 20,Y,차지비 이관,2,2026-07-11 08:41:16
IN032048_03,인천항동물류센터,인천광역시 제물포구 축항대로165번길 20,Y,차지비 이관,2,2026-07-14 17:01:24
IN032048_04,인천항동물류센터,인천광역시 제물포구 축항대로165번길 20,Y,차지비 이관,9,2026-07-16 09:41:15
IN032048_05,인천항동물류센터,인천광역시 제물포구 축항대로165번길 20,Y,차지비 이관,3,2026-07-16 09:21:16
