station_id,station_name,district_2024,latitude,longitude,charger_count,public_charger_count,nearest_station_distance_m,representative_address
EV002441,인천 도림아이파크아파트,남동구,37.421734759935,126.7314798119,2,2,6.75,인천광역시 남동구 도리미로 8 103동 지하1층주차장 C15기둥
PI716202,인천표면처리센터 요진코아텍,서구,37.587613056,126.5982296,12,12,6.73,인천광역시 검단구 가람로 14 인천표면처리센터 요진코아텍 옥상 주차장입구우측80M
PI203021,인천표면처리센터,서구,37.5876291,126.5983031,5,5,6.73,"인천광역시 검단구 가람로 14 옥상주차장 입구, B1 A29 기둥"
NT100975,인천 삼라마이다스아파트,서구,37.6118989,126.6733973,3,0,5.04,인천광역시 검단구 검단로 653 지상주차장(관리사무소 옆 외벽)
EV005726,인천서구 삼라마이다스,서구,37.61186024,126.67342733,2,2,5.04,인천광역시 검단구 검단로 653 지하2층 기계실 옆
ME18B293,로봇타워,서구,37.5280515,126.6081737,2,2,4.16,인천광역시 서해구 로봇랜드로 155-11
ME20A287,청라사업소,서구,37.5280476,126.6081269,2,2,4.16,인천광역시 서해구 경서동 673-6
ME19A163,영종역남부 공영주차장,중구,37.510709027,126.52374411,1,1,4.03,인천광역시 영종구 운북동 464
JA280088,인천시 영종역 남부공영주차장,중구,37.5107227,126.5237864,1,1,4.03,인천광역시 영종구 운북동 1170-16 지상 1층
EP320300,인천 경서주차장 충전소,서구,37.55823343,126.65424588,3,3,3.73,인천광역시 서해구 경서로70번길 10 맞은편 공영주차장
WS281009,경서 주차장,서구,37.5581999,126.6542432,2,2,3.73,인천광역시 서해구 경서동 734
PI320351,인천시 중구 샤프테크닉스케이,중구,37.4583507,126.4276993,4,4,0.83,인천광역시 영종구 공항로 272 정문왼쪽 주차장
PI710396,효성태산아파트,계양구,37.530454144,126.70020508,12,0,0.64,인천광역시 계양구 봉오대로477번길 20 효성태산아파트
NT300061,인천 영종자이아파트,중구,37.48792,126.53134,15,0,0.64,인천광역시 영종구 운남서로 7 B1F주차장 / B2F주차장
NT102397,인천 효성동태산그린아파트,계양구,37.53045,126.7002,14,0,0.64,"인천광역시 계양구 봉오대로477번길 20 지상주차장(103동, 106동, 112동)"
KP001039,영종자이 아파트,중구,37.4879256752,126.5313384364,4,0,0.64,인천광역시 영종구 운남동 운남서로 7
LI000297,화물차 충전소,연수구,37.34631512,126.6363568,1,0,0.53,인천광역시 연수구 인천신항대로 707
EV014315,인천연수 선광신컨테이너터미널 2,연수구,37.3463156,126.6363628,1,1,0.53,인천광역시 연수구 인천신항대로 707 정비센터내 1기(벽부)
EV002808,인천강화 강화베이힐1,강화군,37.7418811,126.5035018,2,2,0.16,인천광역시 강화군 강화읍 강화대로 234-12 정문경비실 옆 지상주차장(외부인사용불가)
EV008136,인천강화 강화베이힐2,강화군,37.7418801,126.5035031,2,2,0.16,인천광역시 강화군 강화읍 강화대로 234-12 102동 1층(외부인 사용불가)
PI708653,일신주공아파트,부평구,37.482700718,126.74148111,3,0,0.13,인천광역시 부평구 항동로75번길 11 일신주공아파트 101동 B1
NT102490,인천 일신주공아파트,부평구,37.4827,126.74148,11,0,0.13,"인천광역시 부평구 항동로75번길 11 지상주차장(104동, 106동, 112동 뒤 주차면)"
DL200014,월미도 뽀로로 테마파크,중구,37.4762525,126.5992177,3,3,0.1,인천광역시 제물포구 월미로 222 지하 2층 주차장
HU320006,월미산업개발,중구,37.476253362,126.59921785,2,2,0.1,인천광역시 제물포구 월미로 222 월미산업개발
LU002234,우정에쉐르아파트,서구,37.560997,126.652312,3,0,0.06,인천광역시 서해구 경서로 99 304동 앞 지상 주차장
LU101670,우정에쉐르아파트_EC,서구,37.5609975,126.6523121,2,0,0.06,인천광역시 서해구 경서로 99 관리사무소 옆 지상주차장
LU002627,청라국제도시역푸르지오시티,서구,37.552317,126.617765,52,52,0.04,인천광역시 서해구 에코로 65 지상2층 주차장 05 기둥  지상3층 주차장 04 기둥 지상4층 주차장 04 기둥 지상3층 주차장 내부 끝쪽
LU100816,청라국제도시역 푸르지오시티,서구,37.55231731,126.6177653,32,32,0.04,인천광역시 서해구 에코로 65 지하 1층 주차장(1)(2) 지하 2층 주차장(1)(2) 지하 3층 주차장(1)(2)
EV012647,인천서구 아시아드대광로제비앙아파트 6,서구,37.5568927,126.6668808,3,0,0.0,"인천광역시 서해구 모월곶로 41 (경서동, 인천 경서 아시아드 대광로제비앙) 113동 지하1층 A01 기둥우측 /"
EV012645,인천서구 아시아드대광로제비앙아파트 4,서구,37.5568927,126.6668808,3,0,0.0,"인천광역시 서해구 모월곶로 41 (경서동, 인천 경서 아시아드 대광로제비앙) 107동 지하2층 C31 기둥우측 스"
EV012643,인천서구 아시아드대광로제비앙아파트 2,서구,37.5568927,126.6668808,5,0,0.0,"인천광역시 서해구 모월곶로 41 (경서동, 인천 경서 아시아드 대광로제비앙) 110동 지하1층 A97 기둥우측 /"
EV016467,인천서구 마전하나아파트 2,서구,37.6079417,126.6734371,5,0,0.0,"인천광역시 검단구 검단로 622 (마전동, 하나아파트) 103동 5,6라인 앞"
EV016466,인천서구 마전하나아파트 1,서구,37.6079417,126.6734371,5,0,0.0,"인천광역시 검단구 검단로 622 (마전동, 하나아파트) 104동 3,4라인 앞"
EV015768,인천중구 내트럭하우스 인천사업소 2,중구,37.4316956,126.6238205,2,2,0.0,인천광역시 제물포구 축항대로296번길 183 (신흥동3가) 지상1층 주차장
EV012644,인천서구 아시아드대광로제비앙아파트 3,서구,37.5568927,126.6668808,5,0,0.0,"인천광역시 서해구 모월곶로 41 (경서동, 인천 경서 아시아드 대광로제비앙) 107동 지하2층 C31 기둥좌측 스"
EV015767,인천중구 내트럭하우스 인천사업소 1,중구,37.4316956,126.6238205,6,0,0.0,인천광역시 제물포구 축항대로296번길 183 (신흥동3가) 지상1층 주차장
ST282604,대신택배 인천경서점,서구,37.5467992,126.6485129,1,0,0.0,인천광역시 서해구 호두산로10번길 38-12 실외주차장
EV015377,인천중구 오션솔레뷰 3,중구,37.4945145,126.5793655,1,1,0.0,인천광역시 영종구 영종진광장로 32 (중산동) 지하3층 09 벽기둥
EV012646,인천서구 아시아드대광로제비앙아파트 5,서구,37.5568927,126.6668808,6,0,0.0,"인천광역시 서해구 모월곶로 41 (경서동, 인천 경서 아시아드 대광로제비앙) 104동 지하1층 B32 기둥좌,우측"
EV015376,인천중구 오션솔레뷰 2,중구,37.4945145,126.5793655,1,1,0.0,인천광역시 영종구 영종진광장로 32 (중산동) 지하2층 14 벽기둥
EV012648,인천서구 아시아드대광로제비앙아파트 7,서구,37.5568927,126.6668808,3,0,0.0,"인천광역시 서해구 모월곶로 41 (경서동, 인천 경서 아시아드 대광로제비앙) 113동 지하1층 A01 기둥 좌측"
EV015375,인천중구 오션솔레뷰 1,중구,37.4945145,126.5793655,1,1,0.0,인천광역시 영종구 영종진광장로 32 (중산동) 지하1층 09~10 벽기둥 사이
SZBA0042,(23년) 태양여객(왕길동)-1차,서구,37.5891543,126.6414542,10,0,0.0,인천광역시 검단구 검단로326번길 81-38 주차장
EV012642,인천서구 아시아드대광로제비앙아파트 1,서구,37.5568927,126.6668808,4,0,0.0,"인천광역시 서해구 모월곶로 41 (경서동, 인천 경서 아시아드 대광로제비앙) 103동 지하1층 B64 기둥우측 / 모자분리 / 벽부형"
EV004137,인천연수구 송도동일하이빌파크포레,연수구,37.412569093,126.65774375,2,1,0.0,인천광역시 연수구 앵고개로104번길 5 801동 지하2층주차장 B23기둥우측
EV012970,인천서구 청라썬앤빌에코스타오피스텔 2,서구,37.551682647,126.61834855,8,8,0.0,"인천광역시 서해구 미래로 11 B4층 14번기둥 옆 6대, 8번 기둥옆 2대"
EV012969,인천서구 청라썬앤빌에코스타오피스텔 1,서구,37.551682647,126.61834855,6,6,0.0,인천광역시 서해구 미래로 11 B3층 14번기둥 옆 6대
SZBA0083,(24년) 태양여객(왕길동)-2차,서구,37.5891543,126.6414542,8,0,0.0,인천광역시 검단구 검단로326번길 81-38 주차장
EV012649,인천서구 아시아드대광로제비앙아파트 8,서구,37.5568927,126.6668808,3,0,0.0,"인천광역시 서해구 모월곶로 41 (경서동, 인천 경서 아시아드 대광로제비앙) 111동 지하1층 A71 기둥 좌측"
EV012650,인천서구 아시아드대광로제비앙아파트 9,서구,37.5568927,126.6668808,3,0,0.0,"인천광역시 서해구 모월곶로 41 (경서동, 인천 경서 아시아드 대광로제비앙) 104동 지하1층 B58 기둥우측 /"
PI766041,경서동가이아샹베르2차아파트,서구,37.557367679,126.65112544,9,0,0.0,"인천광역시 서해구 경서로31번길 47 (경서동, 가이아샹베르2차아파트) 208동 앞 지상1층 주차장"
EP320107,강화군 해누리공원 공영주차장,강화군,37.707543841,126.35755387,3,3,0.0,인천광역시 강화군 내가면 해안서로 1110 주차장
EP320102,강화군 해누리공원 공영주차장(급속),강화군,37.707543841,126.35755387,2,2,0.0,인천광역시 강화군 내가면 해안서로 1110 주차장
PI750248,마전대주파크빌아파트,서구,37.610132495,126.66809296,3,0,0.0,"인천광역시 검단구 마전로99번길 8 (마전동, 대주파크빌아파트) 703동 출입구 후면 지상 주차면"
PIH01668,송도캐슬앤해모로아파트,연수구,37.3850167,126.6768096,29,0,0.0,"인천광역시 연수구 송도과학로51번길 136 B1층 201동 86기둥 ,203동 23기둥,205동 10기둥/75기둥, 211동 10기둥,212동 73~74기둥,212동 74~75기둥"
ME25A162,한국산업단지공단 남동지식산업센터 2,남동구,37.3927099,126.6966864,1,1,0.0,인천광역시 남동구 남동동로 84 (고잔동)
NT101573,아시아나항공 인천제2격납고,중구,37.45835,126.42769,8,8,0.0,인천광역시 영종구 공항로 272 지상주차장(건물 우측 주차면)
NT101572,아시아나항공 인천제1격납고,중구,37.45835,126.42769,3,3,0.0,인천광역시 영종구 공항로 272 지상주차장(건물 정문 옆 주차면)
ME25A461,한국산업단지공단 남동지식산업센터 1,남동구,37.3927099,126.6966864,4,4,0.0,인천광역시 남동구 남동동로 84 (고잔동)
LU003102,도림주공그린빌2단지아파트,남동구,37.41864107,126.7307037,14,0,0.0,인천광역시 남동구 오봉로 33 지상1층 주차장
PL008793,도림주공그린빌2단지아파트,남동구,37.41864107,126.7307037,5,0,0.0,인천광역시 남동구 오봉로 33
LU000604,앰코테크놀로지코리아,연수구,37.3600543,126.6564762,4,0,0.0,인천광역시 연수구 송도미래로 150 지상주차장 / 사내버스 승강장 인근
PL033091,가이아샹베르2차아파트,서구,37.5573677,126.6511254,11,0,0.0,"인천광역시 서해구 경서로31번길 47 가이아샹베르2차아파트 203동 앞 지상, 204동 앞 지상, 207동 뒤 지상"
L3280145,청라달튼외국인학교_L3,서구,37.5475592,126.6222117,3,0,0.0,인천광역시 서해구 첨단동로 344 1층 지상주차장
CU320089,모도리 공영주차장,옹진군,37.5301207,126.408652,4,4,0.0,인천광역시 옹진군 북도면 모도리 255-2 공영주차장
CU950003,모도리 공영주차장,옹진군,37.5301207,126.408652,1,1,0.0,인천광역시 옹진군 북도면 모도로 124 지상 공영주차장
PW013765,송도캐슬해모로 아파트입주자대표회의,연수구,37.3850167,126.6768096,12,0,0.0,"인천광역시 연수구 송도과학로51번길 136 B1층 202동 휀룸17 좌측 3기, B1층 206동 휀룸24 우측 3기,B1층 210동 휀룸1 옆 001번 기둥 우측 3기,B1층 212동 휀룸7 옆 073번 기둥 우측 3기"
CU950004,모도리 공영주차장,옹진군,37.5301207,126.408652,1,1,0.0,인천광역시 옹진군 북도면 모도로 124 지상 공영주차장
IM000025,삼성이앤에이 송도현장사무실,연수구,37.3600543,126.6564762,8,4,0.0,인천광역시 연수구 송도동 430-5 삼성바이로직스 5공장부지 삼성엔지니어링 송도현장사무실
ICIA0019,인천공항 북측 화물터미널(좌) 2,중구,37.470773,126.46522,6,6,0.0,인천광역시 영종구 운서동 2859-27 인천항공화물터미널 B동 북측주차장3
SF001371,마전대주파크빌아파트,서구,37.610132495,126.66809296,8,8,0.0,인천광역시 검단구 마전로99번길 8 마전대주파크빌아파트
ICIA0007,인천공항 북측 화물터미널(좌) 4,중구,37.470773,126.46522,4,4,0.0,인천광역시 영종구  운서동 2859-27 인천항공화물터미널 B동 북측주차장3
PI751217,송도동일하이빌파크포레,연수구,37.412569093,126.65774375,4,0,0.0,인천광역시 연수구 앵고개로104번길 5 송도동일하이빌파크포레
SF003371,대신택배 인천경서 (완속충전기),서구,37.546799202,126.64851285,2,2,0.0,인천광역시 서해구 호두산로10번길 38-12 대신택배 인천경서 (완속충전기)
EP200312,인천 모텔피렌체,옹진군,37.247851,126.4787954,2,0,0.0,인천광역시 옹진군 영흥면 영흥남로9번길 102-23 구내주차장
EP200313,인천 대명쏘스삼겹살전문,옹진군,37.247851,126.4787954,2,0,0.0,인천광역시 옹진군 영흥면 영흥남로9번길 102-23 구내주차장
EP230327,인천 한국글로벌셰프고등학교 급속충전소,강화군,37.7117956,126.39281,1,1,0.0,인천광역시 강화군 내가면 강화서로 184
EP240033,인천 한국글로벌셰프고등학교,강화군,37.7117956,126.39281,1,1,0.0,인천광역시 강화군 내가면 강화서로 184 주차장
HU320008,청라달튼외국인학교,서구,37.5475592,126.6222117,3,3,0.0,인천광역시 서해구 첨단동로 344 청라달튼외국인학교
