station_id,station_name,district_2024,latitude,longitude,charger_count,public_charger_count,nearest_station_distance_m,representative_address
PC000984,인천항 크루즈터미널,연수구,37.4251516,126.5916724,2,2,150.03,인천광역시 연수구 국제항만대로 438 지상주차장
KP003107,인천항 크루즈터미널,연수구,37.426484168,126.59138429364,2,2,150.03,인천광역시 연수구 송도동
PI320247,인천시 강화군 지베르니펜션,강화군,37.705056268,126.36968552,1,1,149.89,인천광역시 강화군 내가면 해안서로 990-14 주차장
PI730492,바다가보이는사이판모텔,강화군,37.7045999,126.3680853,1,1,149.89,인천광역시 강화군 내가면 해안서로 1011 바다가보이는사이판모텔 건물 옆 콘테이너 앞 지상 주차장
PI320345,인천시 중구 영종국제물류고등학교,중구,37.4900632,126.531131,1,1,144.5,인천광역시 영종구 운남서로10번길 1 지상1층
KP001430,문학호산 아파트,미추홀구,37.4372198264,126.6828412964,1,0,143.86,인천광역시 남구 문학동 소성로318번길 5
EC000840,블루핸즈 남동서비스,남동구,37.3905952,126.7131512,1,1,141.17,인천광역시 남동구 논현고잔로88번길 16 주식회사 남동서비스
PIS00388,인천 남동구 남동스마트NIC복합물류센터,남동구,37.3903,126.7116,4,4,141.17,인천광역시 남동구 논현고잔로 87 주차장
EV005995,인천남동 도림아이파크2,남동구,37.422541854,126.73019807,4,4,140.14,인천광역시 남동구 도리미로 8 104~105동사이 지하주차장 E23기둥열
LI000321,선광신컨테이너터미널(SNCT),연수구,37.34713,126.63444,15,0,136.8,인천광역시 연수구 인천신항대로 707 선광신컨테이너터미널(SNCT) 터미널 입구 우측 안쪽 정비동 인근
KE000214,인천남동서창꿈에그린,남동구,37.4303931,126.7576397,3,3,135.63,"인천광역시 남동구 운연천로 11 지하주차장(전기실 앞 ) B1F 56번 기둥 좌,우측"
KP006830,복지근린공원,남동구,37.3938961,126.6970446,2,1,135.37,인천 남동구 고잔동 721-1
LU001205,농협경제지주축산물가공사업소,중구,37.460224,126.600874,1,0,134.85,인천광역시 제물포구 축항대로22번길 6
JA280059,인천 중구 서해5도 특별경비단,중구,37.4614377,126.6009544,4,4,134.85,인천광역시 제물포구 축항대로 10 서해5도 특별경비단
PI320065,인천시 강화군 큐티팬션,강화군,37.61730806,126.383273,2,2,134.57,인천광역시 강화군 화도면 해안남로 2394 주차장
PI320245,인천시 강화군 낙조가보이는펜션,강화군,37.618401273,126.38261292,1,1,134.57,인천광역시 강화군 화도면 해안남로 2408 주차장
EC280149,월미도 공영주차장,중구,37.4751418,126.5986176,2,2,134.17,인천광역시 제물포구 월미로234번길 7 월미도 공영주차
PI320248,인천시 강화군 산들펜션,강화군,37.66174566,126.52484668,1,1,133.27,인천광역시 강화군 불은면 해안동로 436-8 주차장
EZ210041,만석비치타운주공아파트 입주자대표회의,동구,37.4851371,126.6211773,20,20,132.79,인천광역시 제물포구 화도진로 187
EC280057,인천중구국민체육센터 (급),중구,37.4401197,126.6293422,6,6,132.76,인천광역시 제물포구 축항대로296번길 81
EV013658,인천중구 엔프라니주식회사,중구,37.4410229,126.6283579,3,3,132.76,인천광역시 제물포구 축항대로296번길 88 본관 지상주차장
BSBS0001,보스시큐리티사옥,미추홀구,37.438288,126.683763,2,2,130.27,인천광역시 미추홀구 매소홀로 556 보스빌딩 1층 주차장
ME19A264,인천환경공단 운북사업소,중구,37.51371730587,126.497041025,2,2,129.89,인천광역시 영종구 영종해안북로 1204번길 105
LU000058,출입국 외국인 지원센터,중구,37.514491,126.498144,4,0,129.89,인천광역시 영종구 영종해안북로1204번길 123
PI320255,인천시 옹진군 갤러리스파펜션,옹진군,37.234883476,126.53461961,1,1,128.99,인천광역시 옹진군 영흥면 선재로 38-47 지상주차장
PI320240,인천시 옹진군 빠체펜션,옹진군,37.23391011,126.53382449,1,1,128.99,인천광역시 옹진군 영흥면 선재로 38-19 주차장
CV001381,일신주공아파트,부평구,37.482832,126.740033,3,3,128.77,인천광역시 부평구 항동로75번길 11 일신주공아파트 지하주차장
SF002133,인천광역시교육연수원,중구,37.492276099,126.50963791,4,4,127.14,인천광역시 영종구 영종대로277번길 74-60 인천광역시교육연수원
PI690034,BMW차징스테이션 인천 조탕 by바바리안모터스,중구,37.4443388,126.4044679,4,4,126.0,인천광역시 영종구 용유서로 30
PI748124,BMW차징스테이션 베토벤하우스 by바바리안모터스,중구,37.4432489,126.4048677,2,2,126.0,인천광역시 영종구 용유서로2번길 11 건물 입구 장애인주차장 옆
HM100130,청라 더리브 티아모,서구,37.5227615,126.6504653,10,10,125.69,인천광역시 서해구 중봉대로 490 청라 더리브 티아모 지상3층/2층/지하1층/지하2층
LU002256,그린리소스,서구,37.522623,126.651877,2,0,125.69,인천광역시 서해구 파랑로 470 지상 1층 주차장
ICIA0023,인천공항 북측 화물터미널(우) 3,중구,37.473022,126.46633,13,13,123.7,인천광역시 영종구 운서동 3246-39 FedEx 창고 앞
ICIA0020,인천공항 북측 화물터미널(좌) 3,중구,37.472113,126.46714,14,14,123.7,인천광역시 영종구 운서동 2859-31 인천항공화물터미널 B동 북측주차장4
UN000244,인천 도림초등학교(11kW),남동구,37.4193738,126.7317467,1,0,122.99,인천광역시 남동구 논고개로334번길 21 지상주차장
ICIA0075,인천공항 공항경비대본부 주차장,중구,37.48221,126.454306,4,0,122.97,인천광역시 영종구 공항동로2길 45-20 주차장 진입 후 오른쪽
ICIA0081,인천공항 AICC (A/S) 2,중구,37.4812331,126.4549629,4,0,122.97,인천광역시 영종구 운서동 2858-4 A구역
ICIA0022,인천공항 북측 화물터미널(우) 2,중구,37.472081,126.464638,12,12,121.93,인천광역시 영종구 운서동 3246-38 AACT 창고 앞
ME20A1b3,강화읍 갑곳 공영주차장,강화군,37.7421874,126.5054591,1,1,121.18,인천광역시 강화군 강화읍 갑곳리 462-3
KP004079,남촌농산물도매시장 전기차충전소,남동구,37.424166,126.718548,4,4,120.6,인천광역시 남동구 비류대로 763
NUNUROM6,인천광역시남촌농축산물도매시장,남동구,37.423305,126.71938,51,51,120.6,인천광역시 남동구 비류대로 763 업무동 앞
JA280089,인천시 영종역 제2공영주차장,중구,37.5100066,126.522725,10,10,119.11,인천광역시 영종구 운북동 477-5 지상 1층
PI320242,인천시 옹진군 클로버펜션,옹진군,37.247081998,126.48132084,1,1,119.02,인천광역시 옹진군 영흥면 영흥남로9번길 143-13 지상주차장
KL001187,해변에서펜션,옹진군,37.246623,126.480108,1,0,119.02,인천광역시 옹진군 영흥면 영흥남로9번길 171 해변에서펜션 정문주차장
NT100330,송도파크레인동일하이빌,연수구,37.4067059,126.6573593,10,0,117.82,인천광역시 연수구 능허대로 343 지하2층 주차장 C29~C31기둥
PC000758,강화섬쌀밥집(인천),강화군,37.6258436,126.5330754,2,2,115.37,인천광역시 강화군 길상면 해안남로 17 지상 1층 주차장
PWE06596,하나금융티아이빌딩,서구,37.556101065,126.62873154,12,0,115.29,인천광역시 서해구 에코로 167 지하주차장
KE001740,인천남동서창엘에이치14단지 1403동,남동구,37.4283506,126.7576261,6,0,113.99,인천광역시 남동구 운연천로 9 인천서창엘에이치14단지 1403동 옆 10m 지상주차장 6기
KE001739,인천남동서창엘에이치14단지 1401동,남동구,37.4281844,126.7588975,5,0,113.99,인천광역시 남동구 운연천로 9 인천서창엘에이치14단지 1401동 옆 10m 지상주차장 5기
HD000084,을왕리 해수욕장 E-pit,중구,37.44475944,126.3760481,2,2,111.44,인천광역시 영종구 용유서로 297-3 을왕리공영주차장
SOSKQ146,을왕낚시,중구,37.44573495,126.37574825,1,1,111.44,인천광역시 영종구 용유서로304번길 3 마트앞
ICIA0014,인천공항 제2합동청사 B동 동편,중구,37.470828,126.432535,24,24,111.22,인천광역시 영종구 제2터미널대로 444 제2합동청사 지상 내부 주차장(우측)
ICIA0013,인천공항 제2합동청사 B동 서편,중구,37.470286,126.431477,24,24,111.22,인천광역시 영종구 제2터미널대로 444 제2합동청사 지상 내부 주차장(좌측)
PI772882,태평샹베르1차아파트,서구,37.5600659,126.6532357,24,0,111.01,"인천광역시 서해구 도요지로 15 101동, 106동, 107동 앞 지상주차장"
KL001941,송도파크레인동일하이빌,연수구,37.4080386,126.6577402,5,5,110.35,인천광역시 연수구 능허대로 343 1008동 B1
JA280078,송도파크레인 동일하이빌,연수구,37.407251,126.6585017,15,0,110.35,인천광역시 연수구 능허대로 343 지하 2층 주차장 지하 2층 주차장 기둥번호 C02
NS850138,강화 온수주차장 급속100,강화군,37.63206836,126.48459,2,2,109.52,인천광역시 강화군 길상면 전등사로 53-8 지상주차장
CPCP1053,전등사,강화군,37.633,126.485,1,1,109.52,인천광역시 강화군 길상면 전등사로 37-41
PL032714,영종베르힐 스카이시티,중구,37.4799451,126.5310623,87,0,106.2,인천광역시 영종구 찬들로 141 영종베르힐 스카이시티 지상 1층 110동 램프옆
JA280091,영종복합문화센터,중구,37.4805286,126.5320144,6,6,106.2,인천광역시 영종구 찬들로 151 지상1층 주차장
JA280101,성산여객 본사차고지,부평구,37.518270729,126.69004232,12,1,105.59,인천광역시 부평구 세월천로 199
EP200316,인천 향유,강화군,37.6628316,126.5254922,2,0,104.47,인천광역시 강화군 불은면 해안동로 458 구내주차장
ME25A231,광성보주차장,강화군,37.6636638,126.5260463,2,2,104.47,인천광역시 강화군 불은면 해안동로466번길 8-19
KP004583,동막해변공영주차장,강화군,37.594461271,126.45566274,1,1,102.02,인천광역시 강화군 화도면 해안남로 1512
ME25A143,화도면 동막해변 공영주차장,강화군,37.5951605,126.4564131,1,1,102.02,인천광역시 강화군 화도면 동막리 60-1
EV013666,인천중구 백마종합물류G6,중구,37.481981,126.4753264,2,2,101.95,인천광역시 영종구 공항동로296번길 97-49 백마종합물류 지상주차장
ICIA0059,인천공항 물류단지 공원주차장,중구,37.48258,126.474452,4,4,101.95,인천광역시 영종구 운서동 3177-3
EASCLIC1,삼천리 인천본부,미추홀구,37.44140211,126.6366048,5,5,101.85,인천광역시 미추홀구 아암대로227번길 70-52
ME20A1c3,한국교통안전공단 인천자동차검사소,미추홀구,37.4410511,126.6376686,1,1,101.85,인천광역시 미추홀구 아암대로 253번길 81
EP320506,인천 문학정보고등학교,미추홀구,37.43574793,126.68696,2,2,98.88,"인천광역시 미추홀구 소성로350번길 29 (문학동, 문학정보고등학교)"
EV000178,인천미추홀 문학동행정복지센터,미추홀구,37.4376292,126.6849819,1,1,97.93,인천광역시 미추홀구 소성로 339 입구 우측
ST601180,HD현대오일뱅크 문학현대셀프주유소,미추홀구,37.4382328,126.6857896,2,2,97.93,인천광역시 미추홀구 매소홀로 574 주유소
ME25A112,강화읍 갑곳 공영주차장,강화군,37.7425329,126.5041544,1,1,92.4,인천광역시 강화군 강화읍 갑곳리 470-7
ME25A142,동막해변 제1공영주차장(노외),강화군,37.5943318,126.4588242,1,1,92.39,인천광역시 강화군 화도면 동막리 18
ME25A144,동막해변 노상주차장,강화군,37.5939559,126.4578905,1,1,92.39,인천광역시 강화군 화도면 동막리 8-1
RS000001,신화여객,서구,37.51763,126.658289,16,16,91.6,인천광역시 서해구 원창로 90 주차장
NT000153,인천 그린모터스,서구,37.50445,126.6241,1,1,88.04,인천광역시 서해구 원석로196번길 22 / 2층 출입구 좌측 벽면
LI000091,한익스프레스,서구,37.5037937,126.6235402,2,0,88.04,인천광역시 서해구 북항로245번길 13-22 한익스프레스
ST281103,로지스제이,중구,37.5178956,126.5430871,4,0,86.65,인천광역시 영종구 영종순환로339번길 9-12 로지스제이 주차장(건물 외벽- 회색&주황색 컨테이너 건물) 오른쪽 건물 옆쪽 뒤쪽
NNEVN003,CJ대한통운 영종SUB,중구,37.5179814,126.5440616,10,0,86.65,인천광역시 영종구 중산동 1850-360 CJ대한통운 영종SUB
LU001258,만석비치타운,동구,37.484267,126.620146,12,0,84.31,인천광역시 제물포구 화도진로 187 103동 옥외주차장  102동 옥외주차장
ME25A125,길상면 주민복합센터,강화군,37.6424719,126.4895685,1,1,83.8,인천광역시 강화군 길상면 마니산로 21
KP003103,온수리 제1공영주차장,강화군,37.6417441301,126.4893144615,1,1,83.8,인천광역시 강화군 길상면 온수리 480-7
PI690035,BMW차징스테이션 메이드림 by바바리안모터스,중구,37.463436,126.3702484,4,4,82.77,인천광역시 영종구 용유서로479번길 42
NS850046,을왕리 추리븐 급속충전소,중구,37.4639729,126.3695987,2,2,82.77,인천광역시 영종구 용유서로479번길 42 1층
ME18B298,십리포해수욕장 주차장,옹진군,37.28163,126.48604,2,2,80.62,인천광역시 옹진군 영흥면 영흥북로 382
KRC10231,코스테이,연수구,37.373917,126.636684,2,2,77.54,인천광역시 연수구 하모니로 271 코스테이
LU001809,다이후쿠코리아본사,연수구,37.373259,126.636389,2,0,77.54,인천광역시 연수구 하모니로275번길 8 1층 주차장
CPCT0024,LSG스카이셰프코리아,중구,37.4829,126.4498,3,3,77.16,인천광역시 영종구 공항동로465번길 108
EV014314,인천연수 선광신컨테이너터미널 1,연수구,37.3469145,126.6359607,6,6,75.19,인천광역시 연수구 인천신항대로 707 지상주차장 도로측 출입구 우측 6기(스탠드)
CI0L0002,십리포 힐링 카라반,옹진군,37.2810116,126.4865174,1,1,73.53,"인천광역시 옹진군 영흥면 영흥북로 376 1층, 십리포 힐링 카라반"
HRA00055,부띠끄펜션 빠세꼼뽀제,옹진군,37.28124,126.487296,2,2,73.53,인천광역시 옹진군 영흥면 영흥북로 374-24
EV002937,인천강화 아이비모텔,강화군,37.737367199108,126.5116821355,1,0,73.36,인천광역시 강화군 강화읍 강화대로 153 정문오른쪽
ME20A1b1,강화군시설관리공단,강화군,37.7379917,126.5119556,1,1,73.36,인천광역시 강화군 강화읍 용정리 1074-4
PI320276,인천시 미추홀구 문학박태환수영장,미추홀구,37.4365452,126.6864606,3,3,72.31,인천광역시 미추홀구 매소홀로 618 지상주차장
CU320087,인천선수단숙소,미추홀구,37.437107,126.686875,1,1,72.31,인천광역시 미추홀구 소성로 360 인천시청선수촌
ME25A318,강화공설운동장 제2주차장,강화군,37.7467082,126.4724701,3,3,70.56,인천광역시 강화군 강화읍 국화리 224-4
ICIA0080,인천공항 기내식시설B 부설주차장,중구,37.482954,126.44893,5,5,70.27,인천광역시 영종구 공항동로 465번길 108 주차장 진입 후 오른쪽
ICIA0066,인천공항 기내식시설A 부설주차장,중구,37.482375,126.448608,22,0,70.27,인천광역시 영종구 공항동로465번길 130 주차장 진입 후 왼쪽
PC000761,강화초지인삼센터(인천),강화군,37.6271345,126.5330646,2,2,69.42,인천광역시 강화군 길상면 초지로 151 지상 1층 주차장
PI320056,인천시 강화군 엔모텔,강화군,37.62675948,126.5336943,2,2,69.42,인천광역시 강화군 길상면 해안남로 13-21 주차장
ST600328,공항철도 청라국제도시역,서구,37.5553076,126.6269028,4,4,69.17,인천광역시 서해구 에코로 151 주차장 입구 앞
JA280010,(출입제한)하나금융그룹 통합데이터센터,서구,37.55565649,126.62755177,12,0,69.17,인천광역시 서해구 에코로 167 하나금융그룹 통합데이터센터 지상 1층
HRA00019,엘리야리조트풀빌라,강화군,37.636496,126.385519,2,2,68.91,인천광역시 강화군 화도면 해안남로 2782-22
CI0L0008,태양의해변,강화군,37.6361662,126.3861807,1,1,68.91,인천광역시 강화군 화도면 해안남로 2782-26 태양의해변
EV008328,인천연수 한가람빌딩,연수구,37.412394757,126.6562875,1,1,65.95,인천광역시 연수구 앵고개로 96 지하1층 주차장
EV012277,인천연수 태수주차장,연수구,37.4118668,126.6559451,1,0,65.95,인천광역시 연수구 능허대로 289번길 11 지상2층 벽부형
PK000430,마니교통 청라동차고지,서구,37.51353,126.62438,8,0,64.59,인천광역시 서해구 파랑로 105(청라동) 마니청라차고지
HE000582,인천대공원사업소 정문,남동구,37.459216,126.750769,1,1,63.75,"인천광역시 남동구 무네미로 238 (장수동, 인천대공원)"
ME22A606,인천대공원사업소 충전소,남동구,37.4588255,126.7502402,4,4,63.75,인천광역시 남동구 무네미로 238
ME25A433,민머루해수욕장 공영주차장,강화군,37.6520484,126.3335076,4,4,62.69,인천광역시 강화군 삼산면 매음리 872
CI0L000B,바닷가하얀집펜션,강화군,37.6518374,126.3341668,1,1,62.69,인천광역시 강화군 삼산면 매음리 873-1
JA280102,성산여객 연안차고지,중구,37.444989505,126.60155467,2,1,59.04,인천광역시 제물포구 축항대로86번길 135
ME20A1b6,삼산면사무소,강화군,37.7051506,126.3198067,1,1,58.88,인천광역시 강화군 삼산면 석모리 238
ME25A134,삼산면 주민자치센터,강화군,37.7055587,126.3202336,1,1,58.88,인천광역시 강화군 삼산면 석모리 1541
NT100064,인천 베어즈베스트청라GC,서구,37.548656,126.635928,4,4,55.72,인천광역시 서해구 청라대로316번길 45 베어즈베스트청라GC B1 주차장
JA280019,베어즈베스트청라골프클럽 연습장주차장,서구,37.5486275,126.6365577,3,3,55.72,인천광역시 서해구 청라대로316번길 45 베어즈베스트청라골프클럽 연습장주차장
KP005423,영종역 공영주차장,중구,37.511,126.5243,1,1,54.84,인천광역시 영종구 백운로414번길 75
ME25A117,강화공설운동장 제1주차장,강화군,37.7472598,126.4728685,1,1,49.86,인천광역시 강화군 강화읍 국화리 224-1
KE000173,인천중구영종자이107동,중구,37.4887734,126.5313574,3,3,48.9,"인천광역시 영종구 운남서로 7 지하주차장(107동 ) 지하2층 A20 기둥좌,우측"
KE000172,인천중구영종자이102동,중구,37.4883372,126.5314362,3,3,46.47,인천광역시 영종구 운남서로 7 지하1층주차장 B12기둥 우측
JA280018,베어즈베스트청라골프클럽 지하주차장,서구,37.54457473,126.63345709,6,6,46.06,인천광역시 서해구 청라대로316번길 45 베어즈베스트청라골프클럽 지하주차장
JA280017,베어즈베스트청라골프클럽 지상주차장,서구,37.54452678,126.63397501,3,3,46.06,인천광역시 서해구 청라대로316번길 45 베어즈베스트청라골프클럽 지상주차장 지상 1층 본관 입구 기준 좌측 주차장
HE001121,인천공항 화물터미널 주차장(북측),중구,37.471163,126.465396,4,4,45.99,인천광역시 영종구 공항동로295번길 77-11 북측주차장
LU004182,우정에쉐르,서구,37.5610088,126.65281547,2,0,44.48,인천광역시 서해구 경서로 99 지상1층 주차장
ST282618,공성교통(운수사 전용),서구,37.4967302,126.6520651,4,4,44.47,인천광역시 서해구 중봉대로198번길 34 실외 주차장 진입 후 좌측 끝
ST601287,풍진기업,서구,37.4964563,126.6516978,2,2,44.47,인천광역시 서해구 중봉대로 198번길 30 택시회사
PIS00385,인천 중구 와이지원항공화물창고,중구,37.4791,126.4775,1,1,42.79,인천광역시 영종구 공항동로296번길 69 지상 정문 옆
ME18B194,인천공항물류단지 행정지원센터,중구,37.479452511,126.47769637,1,1,42.79,인천광역시 영종구 공항동로 296번길 69
LI000343,항동7가차고지,중구,37.4452925,126.601006,3,0,42.63,인천광역시 제물포구 축항대로86번길 129
LI280099,항동7가차고지,중구,37.4455791,126.601327,2,0,42.63,인천광역시 제물포구 항동 7가 73
ICIA0008,인천공항 물류단지 행정지원센터 2,중구,37.47929,126.477066,8,8,40.97,인천광역시 영종구 운서동 3167-1 주차장 진입 후 오른쪽
ICIA0082,인천공항 물류단지 행정지원센터 3,중구,37.479586,126.476789,14,14,40.97,인천광역시 영종구 운서동 3167-9 주차장 진입 후 왼쪽
EV013502,인천중구 인스파이어 옥외주차장 2,중구,37.464667531,126.38596685,9,9,40.1,인천광역시 영종구 공항문화로 127 (운서동) 실외A주차장 뒤쪽 완속 9기
EV013504,인천중구 인스파이어 옥외주차장 1,중구,37.464541346,126.38639176,18,18,40.1,인천광역시 영종구 공항문화로 127 (운서동) 실외A주차장 뒤쪽 완속 18기
ICIA0050,인천공항 T2 장기주차빌딩 (P2) 2F,중구,37.483966,126.414164,10,10,39.39,인천광역시 영종구 제2터미널대로 332 P2장기주차빌딩 2층 429번 기둥
LU004207,남동영흥화력사택,옹진군,37.249944,126.454689,6,0,36.68,인천광역시 옹진군 영흥면 영흥남로369번길 22 지상주차장
ME24B150,영흥화력사택,옹진군,37.250229174,126.45489822,1,1,36.68,인천광역시 옹진군 영흥면 영흥남로369번길 22
ST282602,기아오토큐 북인천서비스,서구,37.491092,126.662259,1,0,35.41,인천광역시 서해구 봉수대로170번길 9 기아오토큐 북인천서비스 옥외주차장 건물외벽
PC000013,비알오토솔루션,서구,37.491039,126.661864,2,0,35.41,인천광역시 서해구 봉수대로170번길 5 옥외주차장 1층
ICIA0047,인천공항 T2 장기주차빌딩 (P1) 2F,중구,37.483377,126.413162,10,10,34.38,인천광역시 영종구 제2터미널대로 332 P1장기주차빌딩 2층 329번 기둥
ME25A430,해누리공원 주차장,강화군,37.7073296,126.3578348,4,4,34.33,인천광역시 강화군 내가면 해안서로 1110
KP005217,송도현대모터스,미추홀구,37.437147,126.647044,1,1,33.88,인천광역시 미추홀구 독배로 183
ST281708,현대블루핸즈 송도종합서비스(구_송도현대모터스),미추홀구,37.4369646,126.6473512,2,2,33.88,인천광역시 미추홀구 독배로 183 송도종합서비스 주차장 입구 우측
ICIA0071,인천공항 T2 장기주차장 B110구역,중구,37.478307,126.417797,20,20,33.85,인천광역시 영종구 제2터미널대로 334 T2 장기주차장(야외) B110구역
ICIA0072,인천공항 T2 예약주차장,중구,37.478444,126.418139,36,36,33.85,인천광역시 영종구 제2터미널대로 332 T2 예약주차장 진입 후 끝
ICIA0051,인천공항 T2 장기주차빌딩 (P2) 3F,중구,37.484093,126.41458,10,10,33.76,인천광역시 영종구 제2터미널대로 332 P2장기주차빌딩 3층 439번 기둥
ICIA0052,인천공항 T2 장기주차빌딩 (P2) 4F,중구,37.484259,126.4149,10,10,33.76,인천광역시 영종구 제2터미널대로 332 P2장기주차빌딩 4층 449번 기둥
ME19A255,강화경기장,강화군,37.7550888,126.468875,2,2,31.96,인천광역시 강화군 강화읍 강화대로 603
NT101321,강화 고인돌체육관,강화군,37.754954903,126.46855386,6,6,31.96,인천광역시 강화군 강화읍 강화대로 603 지상주차장
EZ100064,마전하나아파트,서구,37.6076654,126.6733954,2,2,30.88,인천광역시 검단구 검단로 622
ICIA0048,인천공항 T2 장기주차빌딩 (P1) 3F,중구,37.48349,126.413524,10,10,30.09,인천광역시 영종구 제2터미널대로 332 P1장기주차빌딩 3층 339번 기둥
ICIA0049,인천공항 T2 장기주차빌딩 (P1) 4F,중구,37.483674,126.413774,10,10,30.09,인천광역시 영종구 제2터미널대로 332 P1장기주차빌딩 4층 349번 기둥
HE001120,인천공항 화물터미널 주차장(남측),중구,37.463893,126.47116,4,4,27.59,인천광역시 영종구 공항동로193번길 70 남측주차장
EV012387,인천중구 인스파이어 주차타워1F(급속),중구,37.464121929,126.3893482,7,0,25.96,인천광역시 영종구 공항문화로 127 (운서동) E주차장쪽 주차타워 1층 급속 7기
ICIA0044,인천공항 T2 단기주차장 서편 2F,중구,37.468668,126.430951,8,8,25.45,인천광역시 영종구 제2터미널대로 444 T2 단기주차장(서편) 2층 149번 기둥
ICIA0045,인천공항 T2 단기주차장 서편 3F,중구,37.468468,126.431092,8,8,25.45,인천광역시 영종구 제2터미널대로 444 T2 단기주차장(서편) 3층 158번 기둥
ME25A152,국립생물자원관,서구,37.5654271,126.6369886,1,1,25.07,인천광역시 검단구 환경로 42 (오류동)
ME19A167,국립생물자원관,서구,37.565291158,126.63721531,1,1,25.07,인천광역시 검단구 환경로 42
ME25A255,모도 박주기 공영주차장,옹진군,37.5301406,126.4089301,2,2,24.67,인천광역시 옹진군 북도면 모도리 255-3
PK000246,검단버스 본사차고지,서구,37.589909,126.6266173,4,0,23.74,인천광역시 검단구 원당대로 227-10
MTDAONIC,공영급행,서구,37.589699353,126.62656347,4,0,23.74,인천광역시 검단구 원당대로 227-10
ICIA0006,인천공항 남측 화물터미널 4,중구,37.463785,126.470879,4,4,23.24,인천광역시 영종구 운서동 2851-138 터미널 입구(우측) 중간 지점 현장 / IACT 앞
ICIA0016,인천공항 남측 화물터미널 2,중구,37.463668,126.470661,10,10,23.24,인천광역시 영종구 운서동 2851-138 터미널 입구(우측) 중간 지점 현장 / IACT 앞
PI320058,인천시 강화군 세븐일레븐길상장흥점,강화군,37.60769668,126.5171518,2,2,22.84,인천광역시 강화군 길상면 해안남로 336 주차장
PC000759,너멍골펜션(인천),강화군,37.6077941,126.5173797,2,2,22.84,인천광역시 강화군 길상면 해안남로 332 지상 1층 주차장
EV012386,인천중구 인스파이어 주차타워1F(완속),중구,37.46374983,126.38926362,1,0,22.65,인천광역시 영종구 공항문화로 127 (운서동) E주차장쪽 주차타워 1층 완속 1기
EV012389,인천중구 인스파이어 주차타워3F,중구,37.463938536,126.38916601,14,0,22.18,인천광역시 영종구 공항문화로 127 (운서동) E주차장쪽 주차타워 3층 완속 14기
EV012385,인천중구 인스파이어 주차타워 옥상(급속),중구,37.464166966,126.38890983,7,0,20.02,인천광역시 영종구 공항문화로 127 (운서동) E주차장쪽 주차타워 옥상 급속 7기
EV012388,인천중구 인스파이어 주차타워2F,중구,37.4639868,126.3889226,14,0,20.02,인천광역시 영종구 공항문화로 127 (운서동) E주차장쪽 주차타워 2층 완속 14기
PI747623,BMW차징스테이션 수정성결교회 by바바리안모터스,서구,37.6139686,126.6790437,4,4,19.57,인천광역시 검단구 불로로 64
PI306174,수정성결교회,서구,37.613958,126.679265,1,1,19.57,인천광역시 검단구 불로로 64 제3주차장 방송실 옆
KP004509,청라 BRT 통합차고지,서구,37.513339,126.625284,1,1,19.14,인천광역시 서해구 파랑로 105
BT000190,청라 BRT 전기버스 공영주차장,서구,37.51343,126.6251,6,6,19.14,인천광역시 서해구 파랑로 105 청라동 195-4
PI766830,성강지식산업센터B,남동구,37.384567279,126.70427608,6,6,11.44,"인천광역시 남동구 아암대로 1223 (고잔동) 지상3층주차램프옆 Eps실 앞, 지상4층주차램프옆 Eps실 앞, 지상5층주차램프옆 Eps실 앞"
PI770201,성강지식산업센터,남동구,37.384602656,126.70415467,9,9,11.44,"인천광역시 남동구 아암대로 1223 B1F 주차램프 옆 EPS실 앞, 1F 주차램프 옆 EPS실 앞, 2F 주차램프 옆 EPS실 앞, 6F 주차램프 옆 EPS실 앞"
PI645360,BMW차징스테이션 네스트호텔,중구,37.4245607,126.4253822,10,10,10.65,인천광역시 영종구 영종해안남로 19-5 지상주차장 입구 우측 80m
PI748050,BMW차징스테이션 네스트호텔 by코오롱모터스,중구,37.4244803,126.4253165,4,4,10.65,인천광역시 영종구 영종해안남로 19-5 야외주차장
CV002281,형제전기지식산업센터,남동구,37.398924,126.694038,4,4,9.08,"인천광역시 남동구 남동대로 150 (고잔동, 형제전기지식산업센터) 지상10층 주차장"
PI121462,형제전기,남동구,37.399,126.694,2,0,9.08,인천광역시 남동구 남동대로 150 (고잔동) 주차장
EV014237,인천서구 수도권매립지관리공사 1,서구,37.574430859,126.64583655,7,7,8.94,인천광역시 검단구 자원순환로 170 골프장 지상주차장
PI121611,인천시 서구 인천드림파크CC,서구,37.574496,126.645777,6,0,8.94,인천광역시 검단구 자원순환로260번길 46 드림파크CC 클럽하우스주차장 드림파크CC 클럽하우스주차장 L열
PW011189,송도캐슬해모로아파트,연수구,37.385002478492,126.6769006597,5,0,8.21,인천광역시 연수구 송도과학로51번길 136
ME23A222,월미도제2공영주차장,중구,37.477315,126.5986338,2,2,7.13,인천광역시 제물포구 북성동1가 97-32
ME18B195,월미공원 제2주차장,중구,37.4772813,126.5987024,1,1,7.13,인천광역시 제물포구 북성동1가 97-32
ME19A256,대룡리 공영주차장,강화군,37.781760000002,126.2785154,2,2,6.79,인천광역시 강화군 교동면 대룡리 466-19
KP005374,대룡리 공영주차장,강화군,37.7817,126.2785,1,1,6.79,인천광역시 강화군 교동면 교동서로 9-14
EV005994,인천남동 도림아이파크1,남동구,37.421723777,126.73140483,4,4,6.75,인천광역시 남동구 도리미로 8 101~102동사이 지하주차장 A33기둥열
